2017-05-04 23:56:45 26.8℃ 43.4％ 1019.83hPa
2017-05-05 20:46:45 30.7℃ 31.5％ 1016.79hPa
2017-05-05 20:47:07 30.6℃ 31.5％ 1016.83hPa
2017-05-05 20:47:30 30.6℃ 31.5％ 1016.82hPa
2017-05-05 20:47:52 30.6℃ 31.5％ 1016.88hPa
2017-05-05 20:48:14 30.5℃ 31.6％ 1016.84hPa
2017-05-05 20:48:39 30.5℃ 31.7％ 1016.91hPa
2017-05-05 20:49:02 30.5℃ 31.7％ 1016.85hPa
2017-05-05 20:49:24 30.5℃ 31.7％ 1016.82hPa
2017-05-05 20:49:46 30.5℃ 31.7％ 1016.85hPa
2017-05-05 20:50:08 30.6℃ 31.7％ 1016.79hPa
2017-05-05 20:50:31 30.6℃ 31.7％ 1016.82hPa
2017-05-05 20:50:53 30.6℃ 31.7％ 1016.82hPa
2017-05-05 20:51:20 30.6℃ 31.7％ 1016.87hPa
2017-05-05 20:51:43 30.5℃ 31.7％ 1016.81hPa
2017-05-05 20:52:05 30.5℃ 31.7％ 1016.83hPa
2017-05-05 20:52:27 30.6℃ 31.7％ 1016.86hPa
2017-05-05 20:52:52 30.6℃ 31.6％ 1016.83hPa
2017-05-05 20:53:20 30.6℃ 31.7％ 1016.78hPa
2017-05-05 20:53:42 30.5℃ 31.7％ 1016.84hPa
2017-05-05 20:54:04 30.6℃ 31.7％ 1016.81hPa
2017-05-05 20:54:26 30.5℃ 31.7％ 1016.83hPa
2017-05-05 20:54:49 30.6℃ 31.7％ 1016.86hPa
2017-05-05 20:55:13 30.5℃ 31.7％ 1016.79hPa
2017-05-05 20:55:36 30.6℃ 31.7％ 1016.87hPa
2017-05-05 20:56:01 30.5℃ 31.7％ 1016.80hPa
2017-05-05 20:56:25 30.5℃ 31.7％ 1016.80hPa
2017-05-05 20:56:48 30.5℃ 31.8％ 1016.84hPa
2017-05-05 20:57:10 30.4℃ 31.8％ 1016.82hPa
2017-05-05 20:57:32 30.5℃ 31.8％ 1016.82hPa
2017-05-05 20:57:55 30.4℃ 31.8％ 1016.80hPa
2017-05-05 20:58:17 30.5℃ 31.8％ 1016.93hPa
2017-05-05 20:58:39 30.6℃ 31.8％ 1016.85hPa
2017-05-05 20:59:02 30.5℃ 31.7％ 1016.87hPa
2017-05-05 20:59:24 30.5℃ 31.8％ 1016.91hPa
2017-05-05 20:59:46 30.3℃ 31.8％ 1016.88hPa
2017-05-05 21:00:08 30.4℃ 31.9％ 1016.91hPa
2017-05-05 21:00:31 30.3℃ 31.9％ 1016.88hPa
2017-05-05 21:00:53 30.5℃ 32.0％ 1016.87hPa
2017-05-05 21:01:15 30.3℃ 32.0％ 1016.91hPa
2017-05-05 21:01:40 30.3℃ 31.9％ 1016.88hPa
2017-05-05 21:02:03 30.4℃ 31.9％ 1016.89hPa
2017-05-05 21:02:27 30.4℃ 31.9％ 1016.87hPa
2017-05-05 21:02:52 30.3℃ 32.0％ 1016.95hPa
2017-05-05 21:03:15 30.4℃ 32.0％ 1016.89hPa
2017-05-05 21:03:39 30.3℃ 31.9％ 1016.93hPa
2017-05-05 21:04:07 30.3℃ 31.9％ 1016.84hPa
2017-05-05 21:04:29 30.4℃ 31.9％ 1016.97hPa
2017-05-05 21:04:51 30.3℃ 31.9％ 1016.94hPa
2017-05-05 21:05:14 30.3℃ 31.9％ 1016.90hPa
2017-05-05 21:05:36 30.4℃ 32.0％ 1016.90hPa
2017-05-05 21:05:58 30.5℃ 32.0％ 1016.94hPa
2017-05-05 21:06:21 30.4℃ 32.0％ 1016.92hPa
2017-05-05 21:06:43 30.4℃ 32.0％ 1017.01hPa
2017-05-05 21:07:05 30.4℃ 31.9％ 1016.97hPa
2017-05-05 21:07:27 30.4℃ 31.9％ 1016.93hPa
2017-05-05 21:07:50 30.3℃ 31.9％ 1016.98hPa
2017-05-05 21:08:12 30.2℃ 31.9％ 1016.98hPa
2017-05-05 21:08:34 30.3℃ 32.0％ 1016.92hPa
2017-05-05 21:08:57 30.2℃ 31.9％ 1016.93hPa
2017-05-05 21:09:19 30.3℃ 32.0％ 1016.88hPa
2017-05-05 21:09:41 30.4℃ 32.0％ 1016.99hPa
2017-05-05 21:10:04 30.3℃ 32.0％ 1016.90hPa
2017-05-05 21:10:28 30.3℃ 31.9％ 1016.87hPa
2017-05-05 21:10:51 30.3℃ 31.9％ 1016.92hPa
2017-05-05 21:11:13 30.3℃ 31.9％ 1016.89hPa
2017-05-05 21:11:35 30.2℃ 32.0％ 1016.91hPa
2017-05-05 21:11:58 30.3℃ 32.0％ 1016.92hPa
2017-05-05 21:12:20 30.2℃ 32.1％ 1016.91hPa
2017-05-05 21:12:42 30.0℃ 32.2％ 1016.95hPa
2017-05-05 21:13:05 30.2℃ 32.3％ 1016.84hPa
2017-05-05 21:13:27 30.0℃ 32.3％ 1016.82hPa
2017-05-05 21:13:49 30.2℃ 32.4％ 1016.88hPa
2017-05-05 21:14:12 30.2℃ 32.4％ 1016.82hPa
2017-05-05 21:14:34 30.2℃ 32.4％ 1016.81hPa
2017-05-05 21:14:59 30.2℃ 32.3％ 1016.84hPa
2017-05-05 21:15:21 30.2℃ 32.3％ 1016.87hPa
2017-05-05 21:15:43 30.2℃ 32.3％ 1016.80hPa
2017-05-05 21:16:06 30.2℃ 32.3％ 1016.83hPa
2017-05-05 21:16:28 30.2℃ 32.3％ 1016.81hPa
2017-05-05 21:16:50 30.3℃ 32.3％ 1016.88hPa
2017-05-05 21:17:12 30.1℃ 32.4％ 1016.82hPa
2017-05-05 21:17:35 30.1℃ 32.4％ 1016.85hPa
2017-05-05 21:17:57 30.1℃ 32.4％ 1016.82hPa
2017-05-05 21:18:19 30.1℃ 32.4％ 1016.82hPa
2017-05-05 21:18:42 30.0℃ 32.4％ 1016.76hPa
2017-05-05 21:19:04 30.1℃ 32.4％ 1016.84hPa
2017-05-05 21:19:26 30.1℃ 32.5％ 1016.82hPa
2017-05-05 21:19:49 29.9℃ 32.5％ 1016.82hPa
2017-05-05 21:20:14 30.1℃ 32.4％ 1016.79hPa
2017-05-05 21:20:36 30.1℃ 32.4％ 1016.74hPa
2017-05-05 21:20:58 30.1℃ 32.4％ 1016.83hPa
2017-05-05 21:21:20 30.1℃ 32.4％ 1016.81hPa
2017-05-05 21:21:43 30.0℃ 32.4％ 1016.78hPa
2017-05-05 21:22:05 30.0℃ 32.4％ 1016.76hPa
2017-05-05 21:22:27 30.0℃ 32.4％ 1016.80hPa
2017-05-05 21:22:52 30.1℃ 32.5％ 1016.81hPa
2017-05-05 21:23:15 30.1℃ 32.4％ 1016.73hPa
2017-05-05 21:23:39 30.1℃ 32.4％ 1016.78hPa
2017-05-05 21:24:02 30.1℃ 32.5％ 1016.79hPa
2017-05-05 21:24:24 30.0℃ 32.5％ 1016.79hPa
2017-05-05 21:24:46 30.0℃ 32.5％ 1016.77hPa
2017-05-05 21:25:09 30.2℃ 32.4％ 1016.76hPa
2017-05-05 21:25:31 30.3℃ 32.4％ 1016.77hPa
2017-05-05 21:25:53 30.2℃ 32.4％ 1016.73hPa
2017-05-05 21:26:16 30.2℃ 32.4％ 1016.79hPa
2017-05-05 21:26:38 30.1℃ 32.3％ 1016.78hPa
2017-05-05 21:27:00 30.2℃ 32.3％ 1016.77hPa
2017-05-05 21:27:22 30.1℃ 32.3％ 1016.71hPa
2017-05-05 21:27:45 30.1℃ 32.4％ 1016.69hPa
2017-05-05 21:28:07 30.1℃ 32.4％ 1016.80hPa
2017-05-05 21:28:29 30.1℃ 32.5％ 1016.68hPa
2017-05-05 21:28:54 30.1℃ 32.6％ 1016.74hPa
2017-05-05 21:29:17 30.2℃ 32.6％ 1016.63hPa
2017-05-05 21:29:41 30.1℃ 32.6％ 1016.70hPa
2017-05-05 21:30:09 30.0℃ 32.6％ 1016.70hPa
2017-05-05 21:30:31 30.1℃ 32.6％ 1016.70hPa
2017-05-05 21:30:53 30.1℃ 32.6％ 1016.72hPa
2017-05-05 21:31:16 30.1℃ 32.6％ 1016.72hPa
2017-05-05 21:31:38 30.1℃ 32.7％ 1016.75hPa
2017-05-05 21:32:00 30.1℃ 32.7％ 1016.71hPa
2017-05-05 21:32:23 30.2℃ 32.7％ 1016.68hPa
2017-05-05 21:32:45 30.0℃ 32.7％ 1016.74hPa
2017-05-05 21:33:07 30.1℃ 32.6％ 1016.71hPa
2017-05-05 21:33:30 30.1℃ 32.6％ 1016.71hPa
2017-05-05 21:33:52 30.1℃ 32.6％ 1016.69hPa
2017-05-05 21:34:14 30.1℃ 32.7％ 1016.69hPa
2017-05-05 21:34:36 30.1℃ 32.6％ 1016.72hPa
2017-05-05 21:34:59 30.1℃ 32.7％ 1016.70hPa
2017-05-05 21:35:21 30.1℃ 32.6％ 1016.69hPa
2017-05-05 21:35:43 30.1℃ 32.6％ 1016.74hPa
2017-05-05 21:36:05 30.0℃ 32.6％ 1016.80hPa
2017-05-05 21:36:28 30.0℃ 32.6％ 1016.69hPa
2017-05-05 21:36:50 30.0℃ 32.7％ 1016.81hPa
2017-05-05 21:37:12 29.9℃ 32.8％ 1016.74hPa
2017-05-05 21:37:35 29.9℃ 32.9％ 1016.67hPa
2017-05-05 21:37:57 29.9℃ 32.9％ 1016.70hPa
2017-05-05 21:38:19 29.9℃ 32.9％ 1016.71hPa
2017-05-05 21:38:42 29.9℃ 32.9％ 1016.74hPa
2017-05-05 21:39:04 29.9℃ 32.9％ 1016.67hPa
2017-05-05 21:39:26 29.8℃ 33.0％ 1016.68hPa
2017-05-05 21:39:49 29.9℃ 33.0％ 1016.71hPa
2017-05-05 21:40:11 29.7℃ 33.1％ 1016.64hPa
2017-05-05 21:40:33 29.8℃ 33.2％ 1016.67hPa
2017-05-05 21:40:55 29.8℃ 33.2％ 1016.64hPa
2017-05-05 21:41:18 29.8℃ 33.2％ 1016.64hPa
2017-05-05 21:41:43 29.8℃ 33.2％ 1016.71hPa
2017-05-05 21:42:05 29.9℃ 33.1％ 1016.63hPa
2017-05-05 21:42:27 29.8℃ 33.1％ 1016.62hPa
2017-05-05 21:42:50 29.9℃ 33.1％ 1016.67hPa
2017-05-05 21:43:12 29.8℃ 33.1％ 1016.66hPa
2017-05-05 21:43:34 29.9℃ 33.1％ 1016.64hPa
2017-05-05 21:43:56 29.9℃ 33.1％ 1016.58hPa
2017-05-05 21:44:19 29.9℃ 33.1％ 1016.65hPa
2017-05-05 21:44:44 29.9℃ 33.1％ 1016.59hPa
2017-05-05 21:45:06 30.0℃ 33.1％ 1016.58hPa
2017-05-05 21:45:28 29.9℃ 33.1％ 1016.60hPa
2017-05-05 21:45:50 29.9℃ 33.0％ 1016.60hPa
2017-05-05 21:46:13 29.9℃ 33.0％ 1016.61hPa
2017-05-05 21:46:35 30.0℃ 33.0％ 1016.54hPa
2017-05-05 21:46:57 29.9℃ 33.0％ 1016.65hPa
2017-05-05 21:47:20 29.9℃ 33.0％ 1016.62hPa
2017-05-05 21:47:42 29.9℃ 33.0％ 1016.60hPa
2017-05-05 21:48:04 29.9℃ 33.0％ 1016.68hPa
2017-05-05 21:48:27 29.9℃ 33.0％ 1016.60hPa
2017-05-05 21:48:49 30.0℃ 33.0％ 1016.61hPa
2017-05-05 21:49:11 30.1℃ 33.0％ 1016.56hPa
2017-05-05 21:49:33 29.9℃ 32.9％ 1016.62hPa
2017-05-05 21:49:55 30.0℃ 32.9％ 1016.63hPa
2017-05-05 21:50:17 30.0℃ 32.8％ 1016.59hPa
2017-05-05 21:50:40 30.0℃ 32.9％ 1016.60hPa
2017-05-05 21:51:02 29.9℃ 32.9％ 1016.65hPa
2017-05-05 21:51:24 30.0℃ 32.9％ 1016.62hPa
2017-05-05 21:51:47 30.0℃ 32.8％ 1016.63hPa
2017-05-05 21:52:09 29.9℃ 32.8％ 1016.63hPa
2017-05-05 21:52:34 29.9℃ 32.9％ 1016.53hPa
2017-05-05 21:52:56 30.0℃ 33.0％ 1016.62hPa
2017-05-05 21:53:18 30.0℃ 32.9％ 1016.63hPa
2017-05-05 21:53:40 29.9℃ 32.9％ 1016.70hPa
2017-05-05 21:54:03 30.0℃ 32.9％ 1016.57hPa
2017-05-05 21:54:25 29.9℃ 32.8％ 1016.62hPa
2017-05-05 21:54:47 29.9℃ 32.9％ 1016.59hPa
2017-05-05 21:55:10 29.9℃ 32.8％ 1016.55hPa
2017-05-05 21:55:32 29.9℃ 32.9％ 1016.59hPa
2017-05-05 21:55:54 30.0℃ 32.9％ 1016.53hPa
2017-05-05 21:56:17 30.0℃ 32.9％ 1016.67hPa
2017-05-05 21:56:39 30.0℃ 32.9％ 1016.64hPa
2017-05-05 21:57:01 30.0℃ 32.9％ 1016.58hPa
2017-05-05 21:57:23 30.0℃ 32.9％ 1016.61hPa
2017-05-05 21:57:45 30.0℃ 32.9％ 1016.56hPa
2017-05-05 21:58:08 29.9℃ 32.8％ 1016.60hPa
2017-05-05 21:58:30 29.9℃ 32.8％ 1016.62hPa
2017-05-05 21:58:52 30.0℃ 32.8％ 1016.58hPa
2017-05-05 21:59:17 29.9℃ 32.9％ 1016.59hPa
2017-05-05 21:59:40 30.0℃ 33.0％ 1016.63hPa
2017-05-05 22:00:02 30.0℃ 33.0％ 1016.60hPa
2017-05-05 22:00:27 29.9℃ 32.9％ 1016.59hPa
2017-05-05 22:00:49 29.9℃ 32.9％ 1016.60hPa
2017-05-05 22:01:16 30.0℃ 32.8％ 1016.54hPa
2017-05-05 22:01:41 29.9℃ 32.7％ 1016.58hPa
2017-05-05 22:02:04 30.0℃ 32.6％ 1016.57hPa
2017-05-05 22:02:26 30.0℃ 32.6％ 1016.58hPa
2017-05-05 22:02:48 30.0℃ 32.6％ 1016.58hPa
2017-05-05 22:03:10 30.0℃ 32.7％ 1016.60hPa
2017-05-05 22:03:33 29.9℃ 32.7％ 1016.56hPa
2017-05-05 22:03:58 29.9℃ 32.7％ 1016.47hPa
2017-05-05 22:04:20 29.9℃ 32.8％ 1016.59hPa
2017-05-05 22:04:42 29.9℃ 32.8％ 1016.55hPa
2017-05-05 22:05:05 29.9℃ 32.9％ 1016.56hPa
2017-05-05 22:05:27 30.0℃ 32.9％ 1016.55hPa
2017-05-05 22:05:49 29.8℃ 32.9％ 1016.52hPa
2017-05-05 22:06:11 29.9℃ 33.0％ 1016.51hPa
2017-05-05 22:06:34 29.8℃ 32.9％ 1016.49hPa
2017-05-05 22:06:56 29.7℃ 32.9％ 1016.50hPa
2017-05-05 22:07:18 29.8℃ 32.9％ 1016.55hPa
2017-05-05 22:07:41 29.8℃ 33.0％ 1016.54hPa
2017-05-05 22:08:03 29.9℃ 33.0％ 1016.50hPa
2017-05-05 22:08:25 29.9℃ 33.0％ 1016.51hPa
2017-05-05 22:08:48 29.9℃ 32.9％ 1016.57hPa
2017-05-05 22:09:10 29.8℃ 32.9％ 1016.51hPa
2017-05-05 22:09:32 29.8℃ 33.0％ 1016.54hPa
2017-05-05 22:09:55 29.8℃ 33.0％ 1016.47hPa
2017-05-05 22:10:17 29.8℃ 33.0％ 1016.46hPa
2017-05-05 22:10:39 29.8℃ 33.0％ 1016.54hPa
2017-05-05 22:11:01 29.9℃ 33.0％ 1016.44hPa
2017-05-05 22:11:24 29.8℃ 33.0％ 1016.50hPa
2017-05-05 22:11:46 29.8℃ 33.0％ 1016.49hPa
2017-05-05 22:12:08 29.9℃ 33.0％ 1016.47hPa
2017-05-05 22:12:31 29.9℃ 33.0％ 1016.47hPa
2017-05-05 22:12:53 29.8℃ 33.1％ 1016.44hPa
2017-05-05 22:13:15 29.7℃ 33.2％ 1016.48hPa
2017-05-05 22:13:38 29.8℃ 33.3％ 1016.50hPa
2017-05-05 22:14:00 29.8℃ 33.6％ 1016.48hPa
2017-05-05 22:14:22 29.8℃ 33.8％ 1016.47hPa
2017-05-05 22:14:44 29.7℃ 33.9％ 1016.46hPa
2017-05-05 22:15:07 29.7℃ 33.8％ 1016.47hPa
2017-05-05 22:15:29 29.8℃ 33.8％ 1016.48hPa
2017-05-05 22:15:54 29.7℃ 33.6％ 1016.43hPa
2017-05-05 22:16:16 29.8℃ 33.5％ 1016.48hPa
2017-05-05 22:16:39 29.7℃ 33.4％ 1016.44hPa
2017-05-05 22:17:03 29.8℃ 33.6％ 1016.52hPa
2017-05-05 22:17:25 29.7℃ 33.7％ 1016.49hPa
2017-05-05 22:17:48 29.7℃ 33.6％ 1016.51hPa
2017-05-05 22:18:10 29.7℃ 33.4％ 1016.49hPa
2017-05-05 22:18:32 29.7℃ 33.5％ 1016.52hPa
2017-05-05 22:18:55 29.7℃ 33.6％ 1016.46hPa
2017-05-05 22:19:22 29.8℃ 33.8％ 1016.50hPa
2017-05-05 22:19:44 29.7℃ 33.8％ 1016.47hPa
2017-05-05 22:20:07 29.7℃ 33.8％ 1016.49hPa
2017-05-05 22:20:29 29.8℃ 33.7％ 1016.52hPa
2017-05-05 22:20:54 29.7℃ 33.6％ 1016.48hPa
2017-05-05 22:21:16 29.8℃ 33.6％ 1016.49hPa
2017-05-05 22:21:38 29.7℃ 33.6％ 1016.52hPa
2017-05-05 22:22:01 29.8℃ 33.7％ 1016.45hPa
2017-05-05 22:22:23 29.7℃ 33.8％ 1016.47hPa
2017-05-05 22:22:45 29.7℃ 33.8％ 1016.49hPa
2017-05-05 22:23:08 29.6℃ 33.9％ 1016.49hPa
2017-05-05 22:23:30 29.7℃ 33.9％ 1016.45hPa
2017-05-05 22:23:52 29.7℃ 34.0％ 1016.48hPa
2017-05-05 22:24:14 29.6℃ 34.0％ 1016.48hPa
2017-05-05 22:24:37 29.7℃ 33.9％ 1016.41hPa
2017-05-05 22:24:59 29.7℃ 33.9％ 1016.42hPa
2017-05-05 22:25:21 29.7℃ 33.9％ 1016.42hPa
2017-05-05 22:25:44 29.7℃ 33.9％ 1016.42hPa
2017-05-05 22:26:06 29.7℃ 33.9％ 1016.38hPa
2017-05-05 22:26:28 29.7℃ 33.9％ 1016.40hPa
2017-05-05 22:26:51 29.7℃ 33.9％ 1016.40hPa
2017-05-05 22:27:13 29.6℃ 34.0％ 1016.28hPa
2017-05-05 22:27:35 29.6℃ 33.9％ 1016.28hPa
2017-05-05 22:27:58 29.7℃ 33.9％ 1016.31hPa
2017-05-05 22:28:20 29.6℃ 33.9％ 1016.35hPa
2017-05-05 22:28:42 29.7℃ 33.9％ 1016.30hPa
2017-05-05 22:29:04 29.7℃ 33.9％ 1016.40hPa
2017-05-05 22:29:29 29.7℃ 33.9％ 1016.36hPa
2017-05-05 22:29:52 29.8℃ 33.9％ 1016.28hPa
2017-05-05 22:30:14 29.7℃ 33.9％ 1016.39hPa
2017-05-05 22:30:39 29.8℃ 33.8％ 1016.38hPa
2017-05-05 22:31:01 29.7℃ 33.6％ 1016.35hPa
2017-05-05 22:31:26 29.7℃ 33.7％ 1016.30hPa
2017-05-05 22:31:51 29.7℃ 33.8％ 1016.38hPa
2017-05-05 22:32:13 29.7℃ 33.9％ 1016.37hPa
2017-05-05 22:32:35 29.7℃ 33.9％ 1016.31hPa
2017-05-05 22:32:57 29.6℃ 33.9％ 1016.28hPa
2017-05-05 22:33:20 29.7℃ 33.9％ 1016.26hPa
2017-05-05 22:33:42 29.7℃ 34.0％ 1016.29hPa
2017-05-05 22:34:04 29.7℃ 34.0％ 1016.29hPa
2017-05-05 22:34:27 29.7℃ 34.0％ 1016.29hPa
2017-05-05 22:34:49 29.7℃ 34.0％ 1016.28hPa
2017-05-05 22:35:11 29.7℃ 34.0％ 1016.28hPa
2017-05-05 22:35:34 29.6℃ 34.0％ 1016.28hPa
2017-05-05 22:35:56 29.7℃ 33.9％ 1016.19hPa
2017-05-05 22:36:18 29.7℃ 33.9％ 1016.17hPa
2017-05-05 22:36:41 29.7℃ 33.9％ 1016.27hPa
2017-05-05 22:37:03 29.6℃ 34.0％ 1016.23hPa
2017-05-05 22:37:25 29.6℃ 34.0％ 1016.20hPa
2017-05-05 22:37:47 29.7℃ 34.0％ 1016.24hPa
2017-05-05 22:38:10 29.6℃ 34.0％ 1016.16hPa
2017-05-05 22:38:32 29.6℃ 34.0％ 1016.18hPa
2017-05-05 22:38:54 29.7℃ 33.9％ 1016.25hPa
2017-05-05 22:39:17 29.5℃ 33.9％ 1016.20hPa
2017-05-05 22:39:39 29.6℃ 33.8％ 1016.29hPa
2017-05-05 22:40:01 29.7℃ 33.9％ 1016.22hPa
2017-05-05 22:40:23 29.6℃ 33.9％ 1016.20hPa
2017-05-05 22:40:46 29.7℃ 33.9％ 1016.24hPa
2017-05-05 22:41:08 29.6℃ 33.8％ 1016.22hPa
2017-05-05 22:41:30 29.6℃ 33.8％ 1016.17hPa
2017-05-05 22:41:52 29.5℃ 33.8％ 1016.16hPa
2017-05-05 22:42:15 29.5℃ 33.7％ 1016.25hPa
2017-05-05 22:42:37 29.5℃ 33.7％ 1016.21hPa
2017-05-05 22:43:02 29.7℃ 33.7％ 1016.21hPa
2017-05-05 22:43:24 29.5℃ 33.7％ 1016.22hPa
2017-05-05 22:43:47 29.5℃ 33.7％ 1016.20hPa
2017-05-05 22:44:11 29.5℃ 33.6％ 1016.17hPa
2017-05-05 22:44:39 29.5℃ 33.6％ 1016.12hPa
2017-05-05 22:45:01 29.5℃ 33.6％ 1016.26hPa
2017-05-05 22:45:23 29.6℃ 33.7％ 1016.21hPa
2017-05-05 22:45:45 29.5℃ 33.7％ 1016.16hPa
2017-05-05 22:46:08 29.6℃ 33.8％ 1016.08hPa
2017-05-05 22:46:30 29.5℃ 33.7％ 1016.21hPa
2017-05-05 22:46:52 29.5℃ 33.7％ 1016.17hPa
2017-05-05 22:47:15 29.5℃ 33.6％ 1016.16hPa
2017-05-05 22:47:42 29.5℃ 33.6％ 1016.19hPa
2017-05-05 22:48:04 29.6℃ 33.6％ 1016.17hPa
2017-05-05 22:48:27 29.5℃ 33.6％ 1016.19hPa
2017-05-05 22:48:49 29.6℃ 33.6％ 1016.20hPa
2017-05-05 22:49:11 29.6℃ 33.5％ 1016.12hPa
2017-05-05 22:49:33 29.5℃ 33.7％ 1016.22hPa
2017-05-05 22:49:55 29.5℃ 33.7％ 1016.17hPa
2017-05-05 22:50:18 29.5℃ 33.7％ 1016.19hPa
2017-05-05 22:50:40 29.5℃ 33.7％ 1016.17hPa
2017-05-05 22:51:05 29.5℃ 33.7％ 1016.19hPa
2017-05-05 22:51:27 29.5℃ 33.7％ 1016.19hPa
2017-05-05 22:51:50 29.5℃ 33.7％ 1016.20hPa
2017-05-05 22:52:14 29.5℃ 33.7％ 1016.19hPa
2017-05-05 22:52:37 29.5℃ 33.7％ 1016.19hPa
2017-05-05 22:53:01 29.5℃ 33.7％ 1016.20hPa
2017-05-05 22:53:24 29.4℃ 33.7％ 1016.20hPa
2017-05-05 22:53:46 29.5℃ 33.7％ 1016.15hPa
2017-05-05 22:54:13 29.4℃ 33.6％ 1016.14hPa
2017-05-05 22:54:35 29.5℃ 33.6％ 1016.12hPa
2017-05-05 22:54:58 29.4℃ 33.6％ 1016.14hPa
2017-05-05 22:55:20 29.4℃ 33.6％ 1016.16hPa
2017-05-05 22:55:42 29.5℃ 33.6％ 1016.16hPa
2017-05-05 22:56:05 29.5℃ 33.6％ 1016.16hPa
2017-05-05 22:56:27 29.4℃ 33.6％ 1016.12hPa
2017-05-05 22:56:49 29.6℃ 33.7％ 1016.09hPa
2017-05-05 22:57:12 29.5℃ 33.7％ 1016.06hPa
2017-05-05 22:57:34 29.4℃ 33.7％ 1016.12hPa
2017-05-05 22:57:56 29.5℃ 33.7％ 1016.12hPa
2017-05-05 22:58:19 29.4℃ 33.7％ 1016.04hPa
2017-05-05 22:58:43 29.4℃ 33.7％ 1016.08hPa
2017-05-05 22:59:06 29.4℃ 33.7％ 1016.06hPa
2017-05-05 22:59:28 29.4℃ 33.7％ 1016.04hPa
2017-05-05 22:59:50 29.5℃ 33.8％ 1016.09hPa
2017-05-05 23:00:13 29.5℃ 33.8％ 1016.03hPa
2017-05-05 23:00:35 29.5℃ 33.8％ 1016.04hPa
2017-05-05 23:00:57 29.4℃ 33.7％ 1016.05hPa
2017-05-05 23:01:20 29.5℃ 33.7％ 1016.03hPa
2017-05-05 23:01:42 29.5℃ 33.6％ 1016.02hPa
2017-05-05 23:02:04 29.4℃ 33.6％ 1016.04hPa
2017-05-05 23:02:29 29.5℃ 33.7％ 1015.95hPa
2017-05-05 23:02:51 29.4℃ 33.7％ 1015.91hPa
2017-05-05 23:03:14 29.5℃ 33.7％ 1015.99hPa
2017-05-05 23:03:36 29.5℃ 33.7％ 1015.94hPa
2017-05-05 23:04:01 29.4℃ 33.6％ 1015.91hPa
2017-05-05 23:04:23 29.4℃ 33.5％ 1015.87hPa
2017-05-05 23:04:50 29.5℃ 33.5％ 1015.84hPa
2017-05-05 23:05:13 29.3℃ 33.5％ 1015.88hPa
2017-05-05 23:05:35 29.4℃ 33.4％ 1015.82hPa
2017-05-05 23:06:02 29.3℃ 33.5％ 1015.88hPa
2017-05-05 23:06:25 29.4℃ 33.6％ 1015.90hPa
2017-05-05 23:06:47 29.4℃ 33.5％ 1015.84hPa
2017-05-05 23:07:09 29.4℃ 33.5％ 1015.93hPa
2017-05-05 23:07:32 29.4℃ 33.5％ 1015.88hPa
2017-05-05 23:07:54 29.4℃ 33.5％ 1015.89hPa
2017-05-05 23:08:16 29.4℃ 33.5％ 1015.75hPa
2017-05-05 23:08:38 29.4℃ 33.5％ 1015.87hPa
2017-05-05 23:09:01 29.4℃ 33.6％ 1015.95hPa
2017-05-05 23:09:23 29.4℃ 33.6％ 1015.84hPa
2017-05-05 23:09:45 29.4℃ 33.6％ 1015.85hPa
2017-05-05 23:10:10 29.4℃ 33.6％ 1015.85hPa
2017-05-05 23:10:33 29.4℃ 33.6％ 1015.86hPa
2017-05-05 23:10:57 29.3℃ 33.6％ 1015.85hPa
2017-05-05 23:11:20 29.4℃ 33.6％ 1015.89hPa
2017-05-05 23:11:42 29.4℃ 33.6％ 1015.87hPa
2017-05-05 23:12:04 29.4℃ 33.6％ 1015.89hPa
2017-05-05 23:12:27 29.3℃ 33.6％ 1015.87hPa
2017-05-05 23:12:49 29.3℃ 33.6％ 1015.85hPa
2017-05-05 23:13:11 29.4℃ 33.5％ 1015.89hPa
2017-05-05 23:13:34 29.4℃ 33.4％ 1015.82hPa
2017-05-05 23:13:56 29.4℃ 33.4％ 1015.85hPa
2017-05-05 23:14:18 29.4℃ 33.5％ 1015.82hPa
2017-05-05 23:14:41 29.4℃ 33.5％ 1015.83hPa
2017-05-05 23:15:03 29.3℃ 33.5％ 1015.82hPa
2017-05-05 23:15:25 29.4℃ 33.6％ 1015.83hPa
2017-05-05 23:15:47 29.3℃ 33.6％ 1015.82hPa
2017-05-05 23:16:10 29.3℃ 33.6％ 1015.83hPa
2017-05-05 23:16:35 29.3℃ 33.6％ 1015.87hPa
2017-05-05 23:16:57 29.4℃ 33.6％ 1015.85hPa
2017-05-05 23:17:19 29.4℃ 33.6％ 1015.83hPa
2017-05-05 23:17:41 29.2℃ 33.6％ 1015.82hPa
2017-05-05 23:18:09 29.3℃ 33.8％ 1015.83hPa
2017-05-05 23:18:31 29.3℃ 33.7％ 1015.87hPa
2017-05-05 23:18:53 29.3℃ 33.7％ 1015.89hPa
2017-05-05 23:19:16 29.3℃ 33.6％ 1015.92hPa
2017-05-05 23:19:38 29.3℃ 33.7％ 1015.82hPa
2017-05-05 23:20:00 29.3℃ 33.6％ 1015.86hPa
2017-05-05 23:20:23 29.3℃ 33.6％ 1015.80hPa
2017-05-05 23:20:45 29.4℃ 33.5％ 1015.83hPa
2017-05-05 23:21:07 29.4℃ 33.6％ 1015.86hPa
2017-05-05 23:21:30 29.2℃ 33.6％ 1015.79hPa
